ID del artículo,Nombre del artículo,Compatibilidad,Precio Lista ( U$D),Precio Venta (ARS),Stock,Estado,Origen,Pasillo,Notas
91503-SZ3-003-IMP,Grampa de paragolpe,Todos,$0.13,"$1,300.00",799,,TAI,,
12342-P2F-A01/RYE-IMP,Sello de bujia,Varios,$0.94,"$4,500.00",160,,JAP,,
12342-PG6-000-IMP,Sello de bujia,Varios,$0.35,"$4,500.00",160,,JAP,,
12342-PT0-000-IMP,Sello de bujia,Accord 90/97,$0.42,"$2,478.00",100,,JAP,,
12210-PZ1-004-IMP,Juego de retenes de valvulas,Varios,$0.28,"$40,000.00",64,,JAP,,
12211-PZ1-004-IMP,Reten de valvula,CIVIC 88-00 ,$0.31,"$1,829.00",64,,JAP,,
90442-PR3-000-IMP,Arandela tapa de valvulas,C/92-95,$0.58,"$2,500.00",56,,JAP,,
17139-PK1-000-IMP,Buje goma valvula PCV,,$0.36,"$5,500.00",40,,JAP,,
30110-PA1-732-IMP,O-RING,CIVIC 88-00 AccordORD 84-02,$0.60,"$3,540.00",40,,JAP,,
90442-P2A-000-IMP,Arandela tapa de valvulas,C/96/00,$0.39,"$2,301.00",40,,TAI,,
91508-SR3-000-IMP,CLIP COLW TOP,CIVIC 92-00,$0.33,"$1,947.00",40,,TAI,,
12341-PNA-000/RAA/RTA-IMP,VALV COV GKT,CR-V 02-6/Accord03-05 RAA/RTA,$2.00,"$11,800.00",32,,TAI,,
15845-RAA-A01-IMP,Conjunto filtro valvula spool,AccordORD 08-12,$1.09,"$6,431.00",32,,TAI,,
19045-P08-013/CER-331-IMP,Tapa de radiador,Civic 92-00 + CR-V + Accord 94-00,$2.37,"$20,000.00",32,,JAP,,
19301-P08-316-IMP,Termostato,CIVIC 88-00,$5.56,"$32,804.00",32,,JAP,,
91205-PL3-A01-IMP,Reten de aceite 35x56x8,CIVIC 84-05 4D,$3.18,"$18,762.00",32,,JAP,,
91212-PLC-003/4-IMP,Reten de aceite 38x50x7,CIVIC 01-05,$1.35,"$7,965.00",32,,JAP,,
91212-PT0-003/P0A-IMP,Reten de aceite 40x52x7,AccordORD 90-02,$2.65,"$15,635.00",14,,JAP,,
91212-R1B-A01-IMP,Reten de aceite 43x58x7,Civic 06-15,$1.53,"$9,027.00",32,,JAP,,
91213-PD2-004/P2F-IMP,Reten de aceite 29x45x8,Accord84/89 Civic 84/97,$1.61,"$9,499.00",30,,JAP,,
91213-PT0-004-IMP,Reten de arbol de levas,Accord 90-00,$1.61,"$12,000.00",10,,JAP,,
91214-PNA-014/RTA-IMP,Reten de bancada 80x 98x10,CR-V 2003 - 2006,$4.46,"$28,000.00",32,,JAP,,
11251-P01-004/PE0-IMP,Junta de carter,,$2.49,"$14,691.00",16,,TAI,,
11251-P2A-014-IMP,Junta de carter de aceite,"CIVIC 96-05,SEDAN,COUPE",$2.61,"$15,399.00",16,,TAI,,
11251-P30-004-IMP,Junta de carter,,$2.17,"$38,000.00",16,,TAI,,
12341-P08-000-IMP,Junta de tapa de valvulas,Civic 92-95 americano,$2.19,"$18,000.00",16,,TAI,,
12341-P0A-000-IMP,Junta de tapa de valvulas,Accord 94-00,$2.09,"$18,000.00",16,,TAI,,
12341-P2A-000/P2F-IMP,Junta de tapa de valvulas,CIVIC 96-00,$2.06,"$12,154.00",12,,TAI,,
12341-PLC-000-IMP,Junta de tapa de valvulas,CIVIC 01/05,$2.12,"$12,508.00",16,,TAI,,
12341-PWA-000-IMP,Junta de tapa de valvulas,FIT,$2.09,"$12,331.00",16,,TAI,,
12341-RB0-003-IMP,Junta de tapa de valvulas,FIT 09/12,$4.43,"$26,137.00",16,,JAP,,
12341-RNA-A01-IMP,Junta de tapa de valvulas,CIVIC 06-11,$2.31,"$24,000.00",16,,TAI,,
15815-RAA-A02-IMP,Conjunto filtro valvula spool,,$6.56,"$38,704.00",16,,JAP,,
17225-R1A-A01-IMP,AIR TUBE,CIVIC 12-15,$5.08,"$29,972.00",16,,CHI,,
19305-PC6-000/P506-IMP,Junta de termostato,AccordORD 84-89,$1.14,"$6,726.00",16,,JAP,,
30103-PT2-016/YR612E-IMP,Rotor de distribuidor,AccordORD 90-93/YR612E,$2.49,"$14,691.00",16,,JAP,,
37760-P00-004/BS704-IMP,Bulbo electroventilador,Civic 92-00,$8.18,"$54,800.00",16,,JAP,,
39400-SM4-003-IMP,RELAY FUEL,Accord90/97 CV 92/95 PLDE 92/9,$13.64,"$82,000.00",16,,TAI,,
91206-PL3-A01-IMP,Reten de aceite 35x62x8,CIVIC 88-95,$2.28,"$13,452.00",16,,JAP,,
91212-PR3-003-IMP,Reten de aceite 38x50x7.4,"CR-V 97-01,Civic.99-00",$2.89,"$17,051.00",16,,JAP,,
91214-PAA-A01/PLE-IMP,Reten de aceite 80x100x10,"AccordORD,CIVIC",$4.29,"$25,311.00",16,,JAP,,
11251-PT0-000/P0A-IMP,Junta de carter de aceite,AccordORD 90-97,$3.87,"$22,833.00",8,,JAP,,
12341-RAA-A00-IMP,Junta de tapa de valvulas,Accord 03-07 PNA/RTA,$2.62,"$15,458.00",8,,TAI,,
15825-P08-015-IMP,Filtro valvula spool,CIVIC 92-95,$3.51,"$20,709.00",8,,TAI,,
17105-P00-T03-IMP,Junta de admisión,Civic 92-00,$2.44,"$19,200.00",4,,JAP,,
19030-RZA-A01-IMP,Motor electro de radiador,CR-V 07-09,$22.27,"$131,393.00",1,,TAI,,
19045-PT0-004/CER-111-IMP,Tapa de radiador,Accord 90-93 + reparados,$2.31,"$20,000.00",8,,JAP,,
19320-P2A-000-IMP,Base de termostato,Civic 96/00,$20.60,"$96,200.00",8,,TAI,,
22810-P20-003-IMP,Ruleman de empuje,Civic 92+,$8.44,"$40,500.00",8,,JAP,,
36750-SE0-013-IMP,Interruptor de stop y cruise,A 90/97/C 92/95,$5.47,"$32,273.00",1,,TAI,,
19030-R5A-A01/MOTOR-IMP,Motor electro de aire acondicionado (solo motor),CR-V 12/14,$30.12,"$177,708.00",6,,TAI,,
04145-PLC-IMP,Tensor de correa de distribución,Civic 01-05,,,,,,,
04717-SWA-IMP,Puntera de paragolpe trasero derecha,CR-V 2008,,,,,,,
04717-T0A-IMP,Puntera de paragolpe trasera derecho,,,,,,,,
04718-SWA-IMP,Puntera de paragolpe trasero izquierda,,,,,,,,
04718-T0A-IMP,Puntera de paragolpe trasera izquierda,,,,,,,,
06110-689-IMP,Juntas de motor (juego),,,,,,,,
06110-P03-IMP,Juntas de motor (juego),Civic 92-95 japones,,,,,,,
06110-P08-IMP,Juntas de motor (juego),Civic 92-95 americano,,,,,,,
06110-P0A-IMP,Juntas de motor (juego),Accord 94-97,,,,,,,
06110-P29-IMP,Juntas de motor (juego),Civic 92-95 doble arbol,,,,,,,
06110-P2A-IMP,Juntas de motor (juego),Civic 96-00,,,,,,,
06110-P2R-IMP,Juntas de motor (juego),Civic 96 - 00 VTI,,,,,,,
06110-P3F-IMP,Juntas de motor (juego),CR-V 97-01,,,,,,,
06110-PA1-IMP,Juntas de motor (juego),Civic 79-81,,,,,,,
06110-PAA-IMP,Juntas de motor (juego),Accord 98-00,,,,,,,
06110-PLC-IMP,Juntas de motor (juego),Civic 2001 - 2005,,,,,,,
06110-PPA-IMP,Juego de juntas de motor,CR-V,,,,,,,
06110-PR3-IMP,Juntas de motor (juego),Civic 92-00 Vti,,,,,,,
06110-PT5-IMP,Juntas de motor (juego),Accord 90-93,,,,,,,
06302-PT3-IMP,C.D.I.,,,$0.00,,,,,
08200-9008-IMP,Liquido ATF x 1 Litro,Todos,,,,,,,
08200-9008-IMP,Liquido ATF x 4 Litro,,,$0.00,,,,,
08798-9008-IMP,Liquido de freno x 1 Litro DOT 3,Todos,,,,,,,
08798-9008-IMP,Liquido de freno x 400 cc DOT 4,Todos,,,,,,,
08B40-SR0-IMP,Antena de radio,,,$0.00,,,,,
08F13-SM4-IMP,Aleron con luz,Accord 90-93,,,,,,,
08F13-T0A-IMP,Aleron,CR-V 2012,,,,,,,
08F13-TJ0-IMP,Aleron,Fit 2009 - 2011,,,,,,,
08F13-TM6-IMP,Aleron,City 2009 - 2014,,,,,,,
08P08-SR0-IMP,Barreros delanteros juego x 2,Civic 92-95 3 P,,,,,,,
08P08-SR1-IMP,Barreros delanteros juego x 2,Civic 92-95 4 P,,,,,,,
08P15-S10-IMP,Alfombras caja automatica,CR-V 97-01,,,,,,,
08P15-SR1-IMP,Alfombras  juego de 3,,,$0.00,,,,,
08P15-SR1-IMP,Alfombras delanteras,,,$0.00,,,,,
08V31-S5J-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08V31-S9A-000-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08V31-S9A-920-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08V31-SAD-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08V31-SDA-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08V31-SNJ-M00MP-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08V31-SNJ-M50MP-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08V31-SWA-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08V31-TJ0-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08V31-TM6-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08V31-TR0-IMP,Faros antinieblas kit completo,,,$0.00,,,,,
08W31-T0A-IMP,Faros antinieblas kit completo,CR-V 12 - 14,,,,,,,
11251-P01-IMP,Junta de carter,,,$0.00,,,,,
11251-P0A-IMP,Junta de carter,,,$0.00,,,,,
11251-P30-IMP,Junta de carter,,,"$38,000.00",,,,,
11251-PB2-IMP,Junta de carter,,,$0.00,,,,,
11820-657-IMP,Tapa superior de distribución,,,$0.00,,,,,
12204-PJ7-IMP,Guia de valvula de admision,,,$0.00,,,,,
12204-PM7-IMP,Guia de valvula de admision,,,$0.00,,,,,
12205-PJ7-IMP,Guia de valvula de escape,,,$0.00,,,,,
12205-PM7-IMP,Guia de valvula de escape,,,$0.00,,,,,
12210-PT2-IMP,Juego de retenes de valvulas,,,$0.00,,,,,
12210-PZ1-IMP,Juego de retenes de valvulas,Varios,,"$40,000.00",,,,,
12251-634-IMP,Junta de tapa de cilindros,,,$0.00,,,,,
12251-P0A-IMP,Junta de tapa de cilindros,,,$0.00,,,,,
12251-P2J-IMP,Junta de tapa de cilindros,,,$0.00,,,,,
12251-P3F-IMP,Junta de tapa de cilindros,,,$0.00,,,,,
12251-PAA-IMP,Junta de tapa de cilindros,,,$0.00,,,,,
12251-PB2-IMP,Junta de tapa de cilindros,,,$0.00,,,,,
12251-PM3-IMP,Junta de tapa de cilindros,,,"$75,500.00",,,,,
12251-PM7-IMP,Junta de tapa de cilindros,,,$0.00,,,,,
12251-PT0-IMP,Junta de tapa de cilindros,,,$0.00,,,,,
12341-P08-IMP,Junta de tapa de valvulas,Civic 92-95 americano,,"$18,000.00",,,,,
12341-P0A-IMP,Junta de tapa de valvulas,Accord 94-00,,"$18,000.00",,,,,
12341-PA1-IMP,Junta de tapa de valvulas,Civic 79-81,,"$16,000.00",,,,,
12341-PB2-IMP,Junta de tapa de valvulas,accord 79-81,,"$20,000.00",,,,,
12341-PM6-IMP,Junta de tapa de valvulas,Civic 92-95 1 arbol,,"$18,000.00",,,,,
12341-PM7-IMP,Junta de tapa de valvulas,Civic 92-95 2 arboles,,"$18,000.00",,,,,
12341-PR4-IMP,Junta de tapa de valvulas,CR-V 97-01,,"$28,000.00",,,,,
12341-PT0-IMP,Junta de tapa de valvulas,Accord 90-93,,"$18,000.00",,,,,
12341-RCA-A00-IMP,Junta tapa de valvulas,A/02/07 V6,,,,,,,
12342-PG6-IMP,Sello de bujia 12342-PT0,Varios,,"$4,500.00",,,,,
12342-P2F-IMP,Sello de bujia,Varios,,"$4,500.00",,,,,
12513-P30-IMP,Tapon levas,Crv98/01/C01/05,,"$12,900.00",,,,,
13010-679-IMP,Aros de piston (juego),Acty 79-81,,,,,,,
13010-P0A-IMP,Aros de piston (juego),Accord 90-00,,,,,,,
13010-P28-IMP,Aros de piston (juego),,,$0.00,,,,,
13010-P3F-IMP,Aros de piston (juego),,,$0.00,,,,,
13010-PA1-IMP,Aros de piston (juego),,,$0.00,,,,,
13101-679-IMP,Pistones con perno (juego),Acty 79-81,,,,,,,
13101-P0A-IMP,Pistones con perno (juego),Accord 94-00,,,,,,,
13101-P28-IMP,Pistones con perno (juego),Civic 92-00,,,,,,,
13101-P3F-IMP,Pistones con perno (juego),CR-V 97-01,,,,,,,
13101-PA1-IMP,Pistones con perno (juego),Civic 79-81,,,,,,,
13101-PB2-IMP,Pistones con perno (juego),Accord 79-83,,,,,,,
13101-PT0-IMP,Pistones con perno (juego),Accord 90-93,,,,,,,
13211-P3F-IMP,Metales de biela (juego),,,$0.00,,,,,
13211-PA1-IMP,Metales de biela (juego),,,$0.00,,,,,
13211-PB2-IMP,Metales de biela (juego),,,$0.00,,,,,
13211-PG6-IMP,Metales de biela (juego),,,$0.00,,,,,
13211-PT0-IMP,Metales de biela (juego),,,$0.00,,,,,
13231-PB2-IMP,Metales de bancada (juego),,,$0.00,,,,,
13231-PG6-IMP,Metales de bancada (juego),,,$0.00,,,,,
13231-PR4-IMP,Metales de bancada (juego),,,$0.00,,,,,
13231-PT0-IMP,Metales de bancada (juego),,,$0.00,,,,,
13331-PG6-IMP,Metales axiales (juego),Civic 92-00,,$250.00,,,,,
13331-PR4-IMP,Metales axiales (juego),CR-V 97-01,,$250.00,,,,,
13331-PT0-IMP,Metales axiales (juego),Accord 90-00,,$250.00,,,,,
13404-PT0-JAP-IMP,Tensor de correa de balanceador,Accord 90-00,,,,,,,
13405-PT0-IMP,Correa de balanceador 70x16,Accord 90-00,,"$35,300.00",,,,,
13810-PLM-A01-IMP,Polea,,,$0.00,,,,,
13811-P01-IMP,Polea de cigüeñal,Civic 92-95,,"$11,000.00",,,,,
13811-P0A-IMP,Polea de cigüeñal,Accord 94-00,,,,,,,
13811-P2K-IMP,Polea de cigüeñal,Civic 96-00,,"$11,000.00",,,,,
13811-P3F-IMP,Polea de cigüeñal,CR-V 97-2000,,"$18,000.00",,,,,
13811-PT1-IMP,Polea de cigüeñal,Accord 90-93,,"$18,000.00",,,,,
13811-PWA-IMP,Polea de cigüeñal,Fit,,"$11,000.00",,,,,
14400-634-IMP,Correa de distribución,Civic 79-81,,,,,,,
14400-657-IMP,Correa de distribución,Accord 79-83,,,,,,,
14400-P13-IMP,Correa de distribución,Prelude 92-95,,,,,,,
14400-P14-IMP,Correa de distribución,Prelude 92-95,,,,,,,
14400-P2F-A01-IMP,Correa de distribución,CIVIC 92/00 ,,"$48,900.00",2,,,,
14400-P2T-IMP,Correa de distribución,Civic 96-00 Vti,,,,,,,
14400-P7J-IMP,Correa de distribución,CR-V 97-01,,"$64,500.00",,,,,
14400-PAA-IMP,Correa de distribución,Accord 94-00,,"$87,300.00",,,,,
14400-PK2-004-IMP,Correa de distribución,Civic 92-95 SI doble arbol,,"$65,000.00",2,,,,
14400-PM3-IMP,Correa de distribución,Civic 92-95 EX carburador,,,,,,,
14400-PLM-004-IMP,Correa de distribución,Civic 01/05,,"$44,200.00",5,,,,
14400-PT0-IMP,Correa de distribución,Accord 90-93,,"$70,000.00",,,,,
14510-P30-JAP-IMP,Tensor de correa de distribución,CR-V 97-01,,"$78,000.00",,,,,
14510-PC1-IMP,Tensor de correa de distribución,,,,,,,,
14510-PM7-JAP-IMP,Tensor de correa de distribución,Civic 92-95 japones,,,,,,,
14510-PT0-JAP-IMP,Tensor de correa de distribución,Accord 90-00,,,,,,,
14520-P2A-JAP-IMP,Tensor de correa de distribución,Civic 92-95 americano,,"$85,100.00",,,,,
14711-676-IMP,Valvula de admisión,Accord 79-81,,,,,,,
14711-P08-IMP,Valvula de admisión,Civic 92-95 americano,,,,,,,
14711-P0A-IMP,Valvula de admisión,Accord 94-97,,,,,,,
14711-P0H-IMP,Valvula de admisión,Accord 94-97,,,,,,,
14711-P75-IMP,Valvula de admisión,CR-V 97-2000,,,,,,,
14711-PA1-IMP,Valvula de admisión,Civic 79-83,,,,,,,
14711-PT3-IMP,Valvula de admisión,Accord 90-93,,,,,,,
14721-676-IMP,Valvula de escape,Accord 79-81,,,,,,,
14721-P08-IMP,Valvula de escape,Civic 92-95 americano,,,,,,,
14721-P0A-IMP,Valvula de escape,Accord 94-97,,,,,,,
14721-P0J-IMP,Valvula de escape,Accord 94-97,,,,,,,
14721-P75-IMP,Valvula de escape,CR-V 97-2000,,,,,,,
14721-PA1-IMP,Valvula de escape,Civic 79-83,,,,,,,
14721-PT3-IMP,Valvula de escape,Accord 90-93,,$219.00,,,,,
15100-P01-IMP,Bomba de aceite,Civic 92-95,,,,,,,
15100-PB2-IMP,Bomba de aceite caja manual,Accord 79-83,,,,,,,
15100-PT0-IMP,Bomba de aceite,Accord 90-97,,,,,,,
15610-PC1-IMP,Tapa de llanado de aceite,Accord Civic Prelude 79-81,,"$9,800.00",,,,,
15610-PC6-IMP,Tapa de llanado de aceite,Acc-Civ-Pre-CRV-92+,,"$9,800.00",,,,,
16010-PA1-IMP,Juego de juntas de carburador,Accord+Civic+Prelude 79-81,,,,,,,
16010-PJ7-IMP,Kit de reparación de carburador,,,$0.00,,,,,
16010-S01-IMP,Filtro de combustible,,,"$24,000.00",,,,,
16010-S5A-IMP,Filtro de combustible,Civic 2001 - 2005,,,,,,,
16010-S9A-IMP,Filtro de combustible,CR-V 02-06,,,,,,,
16010-SAA-IMP,Filtro de combustible,Fit 03-08,,,,,,,
16010-SDG-IMP,Filtro de combustible,Accord 2003 - 2007,,,,,,,
16010-SM4-IMP,Filtro de combustible,Civic 92-94 + Accord 90-93,,,,,,,
16230-PA1-IMP,Cicleur electronico,Acccord+Civic+Prelude 79-81,,,,,,,
16500-PT2-TAPA-IMP,Pipeta de valvula de agua,Civic - Accord,,,,,,,
16700-PM3-IMP,Bomba de nafta,Civic 1.5 Carburador,,,,,,,
16900-S84-IMP,Filtro de combustible,Accord 98-00 + Civic 01,,"$26,000.00",,,,,
17040-SR1-IMP,Bomba de combustible,Todos 92-00,,,,,,,
17048-SNA-IMP,Filtro de combustible,Civic 2006 - 2011,,,,,,,
17048-SWA-IMP,Filtro de combustible,CR-V 2007 - 2011,,"$70,000.00",,,,,
17048-TF0-IMP,Filtro de combustible,Fit 2009 - 2011,,,,,,,
17105-P00-IMP,Junta de admisión,Civic 92-00,,"$19,200.00",,,,,
17105-P0A-IMP,Junta de admisión,Accord 94-97,,,,,,,
17105-PT0-IMP,Junta de admisión,Accord 90-93,,,,,,,
17105-PT3-IMP,Junta de admisión,Accord 90-93,,,,,,,
17130-PK1-IMP,Vavlvula PCV,Todos 92-00,,"$18,000.00",,,,,
17220-P07-IMP,Filtro de aire,Civic 92-95 inyección,,"$18,000.00",,,,,
17220-P0A-IMP,Filtro de aire,Accord 94-97,,"$18,000.00",,,,,
17220-P2F-IMP,Filtro de aire,Civic 96-98 LX,,,,,,,
17220-P2N-IMP,Filtro de aire,Civic 96-98 EX + CR-V 97-00,,"$18,000.00",,,,,
17220-P8C-IMP,Filtro de aire,Accord 98-2000 V6,,,,,,,
17220-PAA-IMP,Filtro de aire,Accord 98-00,,,,,,,
17220-PLC-IMP,Filtro de aire,Civic 01-05,,"$18,000.00",,,,,
17220-PM3-IMP,Filtro de aire,Civic 92-95 carburador,,"$18,000.00",,,,,
17220-PNB-Y01-IMP,Filtro de aire,CR-V 02-05,,"$28,700.00",5,,,,
17220-PT2-IMP,Filtro de aire,Accord 90-93,,"$25,000.00",,,,,
17220-PWA-Y10-IMP,Filtro de aire,Fit 03-08 1.5,,"$28,000.00",,,,,
17220-PWA-Y00-IMP,Filtro de aire,Fit 03-08 1.4,,"$27,000.00",3,,,,
17220-R1A-IMP,Filtro de aire,Civic 2014,,"$28,000.00",,,,,
17220-R40-IMP,Filtro de aire,Accord 08-10 4 cilindros,,,,,,,
17220-RAA-IMP,Filtro de aire,Accord 03-07 4 cilindros,,"$24,800.00",,,,,
17220-RB0-000-IMP,Filtro de aire,Fit / City 08/14,,"$25,600.00",,,,,
17220-RND-M00-IMP,Filtro de aire,Civic 2006 - 2011,,"$25,600.00",6,,,,
17220-RRA-IMP,Filtro de aire,Civic 2006 - 2011 SI,,"$19,900.00",,,,,
17220-RZA-IMP,Filtro de aire,CR-V 06-11,,"$19,000.00",,,,,
17670-SM1-IMP,Tapa de llanado de combustible,Acc - Civ - Pre - Crv,,,,,,,
17910-SR3-G81-IMP,Cable de acelerador,Civic 92-95 Jap. C.Automat.,,,,,,,
17910-SR3-G81-IMP,Cable de acelerador,,,,,,,,
17910-SR3-G81-IMP,Cable de acelerador,,,,,,,,
18115-P00-IMP,Junta de escape,,,,,,,,
18115-P0A-IMP,Junta de escape,,,,,,,,
18115-P2A-IMP,Junta de escape,,,"$19,500.00",,,,,
18115-PT0-IMP,Junta de escape,,,,,,,,
19005-P08-IMP,Motor soporte y paleta de agua,Civic 92-00,,,,,,,
19005-P0A-IMP,Motor soporte y paleta de agua,,,,,,,,
19005-P3F-IMP,Motor soporte y paleta de agua,CR-V 97-01,,,,,,,
19005-PAA-IMP,Motor soporte y paleta de agua,,,,,,,,
19005-PT1-IMP,Motor soporte y paleta de agua,Accord 90-93,,,,,,,
19005-SNJ-IMP,Motor soporte y paleta de agua,Civic 06-11,,,,,,,
19010-P0H-IMP,Radiador de agua,Accord 94-97,,"$193,000.00",,,,,
19010-P28-IMP,Radiador de agua,Civic 92-00,,"$154,080.00",,,,,
19010-P3F-IMP,Radiador de agua,CR-V 97-01,,,,,,,
19010-P8C-IMP,Radiador de agua,Accord 98 V6,,,,,,,
19010-PAA-IMP,Radiador de agua,Accord 98-00,,,,,,,
19010-PMM-IMP,Radiador de agua,Civic 01-05,,,,,,,
19010-PPA-IMP,Radiador de agua,CR-V 02-06,,,,,,,
19010-PT1-IMP,Radiador de agua,,,,,,,,
19010-PWC-IMP,Radiador de agua,Fit 2004 - 2008,,,,,,,
19010-RAA-IMP,Radiador de agua,Accord 2003 - 2007,,,,,,,
19010-RB6-IMP,Radiador de agua,Fit / City 2010,,,,,,,
19010-RN0-IMP,Radiador de agua,Pilot,,,,,,,
19010-RNC-IMP,Radiador de agua,Civic 2007 - 2011,,,,,,,
19010-RZA-IMP,Radiador de agua,CR-V 06-11,,,,,,,
19015-RB0-IMP,Soporte de electro de agua,Fit 2009 - 2011,,,,,,,
19015-RZA-IMP,Soporte de electro de agua,CR-V 2008,,,,,,,
19045-634-IMP,Tapa de radiador,Accord + Civic + Prelude 79-81,,,,,,,
19045-P08-IMP,Tapa de radiador,Civic 92-00 + CR-V + Accord 94-00,,"$20,000.00",30,,,,
19045-PT0-IMP,Tapa de radiador,Accord 90-93 + reparados,,"$20,000.00",10,,,,
19101-P10-IMP,Deposito recuperador de agua,Civic 92-95,,,,,,,
